"","station_id","date","avg_cars"
"1",11749,"2023-01-01",190.583333333333
"2",11749,"2023-01-02",109.25
"3",11749,"2023-01-03",76.5833333333333
"4",11749,"2023-01-05",128.75
"5",11749,"2023-01-06",169
"6",11749,"2023-01-07",179.166666666667
"7",11749,"2023-01-08",135.583333333333
"8",11749,"2023-01-09",104.583333333333
"9",11749,"2023-01-10",108.833333333333
"10",11749,"2023-01-11",115.416666666667
"11",11749,"2023-01-12",124.5
"12",11749,"2023-01-13",165.666666666667
"13",11749,"2023-01-14",200.083333333333
"14",11749,"2023-01-15",146.75
"15",11749,"2023-01-16",98
"16",11749,"2023-01-17",110
"17",11749,"2023-01-18",109.666666666667
"18",11749,"2023-01-19",121.75
"19",11749,"2023-01-20",170.583333333333
"20",11749,"2023-01-21",187.583333333333
"21",11749,"2023-01-22",139.333333333333
"22",11749,"2023-01-23",100.833333333333
"23",11749,"2023-01-24",104.416666666667
"24",11749,"2023-01-25",119.583333333333
"25",11749,"2023-01-26",125.416666666667
"26",11749,"2023-01-27",162.166666666667
"27",11749,"2023-01-28",223.416666666667
"28",11749,"2023-01-29",145
"29",11749,"2023-01-30",104.583333333333
"30",11749,"2023-01-31",110.583333333333
"31",11749,"2023-02-01",111.666666666667
"32",11749,"2023-02-02",115.833333333333
"33",11749,"2023-02-03",158.833333333333
"34",11749,"2023-02-04",185.333333333333
"35",11749,"2023-02-05",136.75
"36",11749,"2023-02-06",97.6666666666667
"37",11749,"2023-02-07",109
"38",11749,"2023-02-08",111.833333333333
"39",11749,"2023-02-09",128.666666666667
"40",11749,"2023-02-10",164.5
"41",11749,"2023-02-11",198.25
"42",11749,"2023-02-12",149
"43",11749,"2023-02-13",107.416666666667
"44",11749,"2023-02-14",122.916666666667
"45",11749,"2023-02-15",163.75
"46",11749,"2023-02-16",138.25
"47",11749,"2023-02-17",175.5
"48",11749,"2023-02-18",237.5
"49",11749,"2023-02-19",164.5
"50",11749,"2023-02-20",107.5
"51",11749,"2023-02-21",103.916666666667
"52",11749,"2023-02-22",65.75
"53",11749,"2023-02-23",72.8333333333333
"54",11749,"2023-02-24",149.583333333333
"55",11749,"2023-02-25",195.416666666667
"56",11749,"2023-02-26",155.083333333333
"57",11749,"2023-02-27",108.333333333333
"58",11749,"2023-02-28",111.333333333333
"59",11749,"2023-03-01",123.833333333333
"60",11749,"2023-03-02",131.5
"61",11749,"2023-03-03",171.666666666667
"62",11749,"2023-03-04",197.083333333333
"63",11749,"2023-03-06",99.6666666666667
"64",11749,"2023-03-07",115.916666666667
"65",11749,"2023-03-09",88
"66",11749,"2023-03-10",179.166666666667
"67",11749,"2023-03-11",186.166666666667
"68",11749,"2023-03-13",114.75
"69",11749,"2023-03-14",118.833333333333
"70",11749,"2023-03-15",126.166666666667
"71",11749,"2023-03-16",126.25
"72",11749,"2023-03-17",179.833333333333
"73",11749,"2023-03-18",205.333333333333
"74",11749,"2023-03-19",143.916666666667
"75",11749,"2023-03-20",108.083333333333
"76",11749,"2023-03-21",113.75
"77",11749,"2023-03-22",125.25
"78",11749,"2023-03-23",140.833333333333
"79",11749,"2023-03-24",190.166666666667
"80",11749,"2023-03-25",215.5
"81",11749,"2023-03-26",159.916666666667
"82",11749,"2023-03-27",115.833333333333
"83",11749,"2023-03-28",112.5
"84",11749,"2023-03-29",125.916666666667
"85",11749,"2023-03-30",126.5
"86",11749,"2023-03-31",99.5
"87",11749,"2023-04-03",120.75
"88",11749,"2023-04-04",124.416666666667
"89",11749,"2023-04-05",128.416666666667
"90",11749,"2023-04-06",151.916666666667
"91",11749,"2023-04-07",186
"92",11749,"2023-04-08",274
"93",11749,"2023-04-09",171.916666666667
"94",11749,"2023-04-10",115.416666666667
"95",11749,"2023-04-12",144
"96",11749,"2023-04-13",149.833333333333
"97",11749,"2023-04-14",202.416666666667
"98",11749,"2023-04-15",229.666666666667
"99",11749,"2023-04-16",144.25
"100",11749,"2023-04-17",121.416666666667
"101",11749,"2023-04-18",139.916666666667
"102",11749,"2023-04-19",133.416666666667
"103",11749,"2023-04-20",164.5
"104",11749,"2023-04-21",250.833333333333
"105",11749,"2023-04-22",273.583333333333
"106",11749,"2023-04-23",178.916666666667
"107",11749,"2023-04-24",143.583333333333
"108",11749,"2023-04-25",139.333333333333
"109",11749,"2023-04-26",132.833333333333
"110",11749,"2023-04-27",151.916666666667
"111",11749,"2023-04-28",234.5
"112",11749,"2023-04-29",221
"113",11749,"2023-04-30",188.833333333333
"114",11749,"2023-05-01",122.083333333333
"115",11749,"2023-05-02",128.416666666667
"116",11749,"2023-05-03",142.916666666667
"117",11749,"2023-05-04",198.25
"118",11749,"2023-05-05",207.166666666667
"119",11749,"2023-05-06",268.166666666667
"120",11749,"2023-05-07",167.333333333333
"121",11749,"2023-05-08",131.416666666667
"122",11749,"2023-05-09",141
"123",11749,"2023-05-10",138.166666666667
"124",11749,"2023-05-11",158.5
"125",11749,"2023-05-12",210.583333333333
"126",11749,"2023-05-13",289.25
"127",11749,"2023-05-14",209.083333333333
"128",11749,"2023-05-15",135.25
"129",11749,"2023-05-16",136
"130",11749,"2023-05-17",190
"131",11749,"2023-05-18",143.583333333333
"132",11749,"2023-05-19",204.666666666667
"133",11749,"2023-05-20",249.583333333333
"134",11749,"2023-05-21",197.25
"135",11749,"2023-05-22",136.666666666667
"136",11749,"2023-05-23",141.833333333333
"137",11749,"2023-05-24",143.75
"138",11749,"2023-05-25",158.5
"139",11749,"2023-05-26",217.333333333333
"140",11749,"2023-05-27",226
"141",11749,"2023-05-28",198.833333333333
"142",11749,"2023-05-29",160.416666666667
"143",11749,"2023-05-30",161.75
"144",11749,"2023-05-31",151.25
"145",11749,"2023-06-01",155.25
"146",11749,"2023-06-02",200.416666666667
"147",11749,"2023-06-03",265.083333333333
"148",11749,"2023-06-04",190.5
"149",11749,"2023-06-05",149.25
"150",11749,"2023-06-06",145.5
"151",11749,"2023-06-07",161.416666666667
"152",11749,"2023-06-08",179
"153",11749,"2023-06-09",249.083333333333
"154",11749,"2023-06-10",240
"155",11749,"2023-06-11",182.166666666667
"156",11749,"2023-06-12",147.5
"157",11749,"2023-06-13",171.666666666667
"158",11749,"2023-06-14",159.666666666667
"159",11749,"2023-06-15",178.583333333333
"160",11749,"2023-06-16",229.333333333333
"161",11749,"2023-06-17",230.416666666667
"162",11749,"2023-06-18",202.5
"163",11749,"2023-06-19",153.833333333333
"164",11749,"2023-06-20",158.5
"165",11749,"2023-06-21",158.833333333333
"166",11749,"2023-06-22",174.916666666667
"167",11749,"2023-06-23",220.083333333333
"168",11749,"2023-06-24",301.166666666667
"169",11749,"2023-06-25",218.916666666667
"170",11749,"2023-06-26",152.166666666667
"171",11749,"2023-06-27",156
"172",11749,"2023-06-28",168.916666666667
"173",11749,"2023-06-29",185.583333333333
"174",11749,"2023-06-30",243.833333333333
"175",11749,"2023-07-01",242.416666666667
"176",11749,"2023-07-02",225.916666666667
"177",11749,"2023-07-03",230.75
"178",11749,"2023-07-04",243.416666666667
"179",11749,"2023-07-05",167.333333333333
"180",11749,"2023-07-06",167.25
"181",11749,"2023-07-07",209.083333333333
"182",11749,"2023-07-08",233.666666666667
"183",11749,"2023-07-09",198.5
"184",11749,"2023-07-10",148.833333333333
"185",11749,"2023-07-14",94.3333333333333
"186",11749,"2023-07-17",128.166666666667
"187",11749,"2023-07-18",142.083333333333
"188",11749,"2023-07-19",149.916666666667
"189",11749,"2023-07-20",178.25
"190",11749,"2023-07-21",238.833333333333
"191",11749,"2023-07-22",238.083333333333
"192",11749,"2023-07-23",197.416666666667
"193",11749,"2023-07-24",141
"194",11749,"2023-07-25",150.583333333333
"195",11749,"2023-07-26",164.166666666667
"196",11749,"2023-07-27",206.25
"197",11749,"2023-07-28",200.5
"198",11749,"2023-07-29",250.75
"199",11749,"2023-07-30",202.833333333333
"200",11749,"2023-07-31",158
"201",11749,"2023-08-01",154.416666666667
"202",11749,"2023-08-02",185.333333333333
"203",11749,"2023-08-03",160.583333333333
"204",11749,"2023-08-04",228.333333333333
"205",11749,"2023-08-05",223.416666666667
"206",11749,"2023-08-06",184.75
"207",11749,"2023-08-07",178.5
"208",11749,"2023-08-08",162.416666666667
"209",11749,"2023-08-09",187.333333333333
"210",11749,"2023-08-10",214.666666666667
"211",11749,"2023-08-11",261.583333333333
"212",11749,"2023-08-12",287.75
"213",11749,"2023-08-13",200.916666666667
"214",11749,"2023-08-14",124.25
"215",11749,"2023-08-15",147.166666666667
"216",11749,"2023-08-16",167.333333333333
"217",11749,"2023-08-18",218.583333333333
"218",11749,"2023-08-19",236.75
"219",11749,"2023-08-20",175.25
"220",11749,"2023-08-21",130
"221",11749,"2023-08-22",149.583333333333
"222",11749,"2023-08-23",138.333333333333
"223",11749,"2023-08-24",190.916666666667
"224",11749,"2023-08-25",253.916666666667
"225",11749,"2023-08-26",251.75
"226",11749,"2023-08-27",202.25
"227",11749,"2023-08-28",167.083333333333
"228",11749,"2023-08-29",172.083333333333
"229",11749,"2023-08-30",173.75
"230",11749,"2023-08-31",248.75
"231",11749,"2023-09-01",297.833333333333
"232",11749,"2023-09-02",251.333333333333
"233",11749,"2023-09-03",272.583333333333
"234",11749,"2023-09-04",155.25
"235",11749,"2023-09-05",118.333333333333
"236",11749,"2023-09-06",127.833333333333
"237",11749,"2023-09-07",139.916666666667
"238",11749,"2023-09-08",178.916666666667
"239",11749,"2023-09-09",247.083333333333
"240",11749,"2023-09-10",153.75
"241",11749,"2023-10-02",114.416666666667
"242",11749,"2023-10-03",130.25
"243",11749,"2023-10-04",91.5
"244",11749,"2023-10-05",137.5
"245",11749,"2023-10-06",173
"246",11749,"2023-10-07",230.333333333333
"247",11749,"2023-10-08",154.583333333333
"248",11749,"2023-10-09",111.666666666667
"249",11749,"2023-10-10",120.666666666667
"250",11749,"2023-10-11",127.5
"251",11749,"2023-10-12",134.75
"252",11749,"2023-10-13",177.083333333333
"253",11749,"2023-10-14",242.916666666667
"254",11749,"2023-10-15",161.833333333333
"255",11749,"2023-10-16",115.5
"256",11749,"2023-10-17",126.583333333333
"257",11749,"2023-10-18",126.416666666667
"258",11749,"2023-10-19",150.833333333333
"259",11749,"2023-10-20",196.75
"260",11749,"2023-10-21",245.5
"261",11749,"2023-10-22",158.916666666667
"262",11749,"2023-10-23",158
"263",11749,"2023-10-24",161.416666666667
"264",11749,"2023-10-25",133.916666666667
"265",11749,"2023-10-26",146.833333333333
"266",11749,"2023-10-27",220.416666666667
"267",11749,"2023-10-28",252.25
"268",11749,"2023-10-29",166.333333333333
"269",11749,"2023-10-30",117.5
"270",11749,"2023-10-31",153.75
"271",11749,"2023-11-01",140.583333333333
"272",11749,"2023-11-02",169.75
"273",11749,"2023-11-03",209.333333333333
"274",11749,"2023-11-04",222
"275",11749,"2023-11-05",144.916666666667
"276",11749,"2023-11-06",126.25
"277",11749,"2023-11-07",136
"278",11749,"2023-11-08",129.583333333333
"279",11749,"2023-11-09",148.75
"280",11749,"2023-11-10",83
"281",11749,"2023-11-13",95.3333333333333
"282",11749,"2023-11-14",108.25
"283",11749,"2023-11-15",121.833333333333
"284",11749,"2023-11-16",131.333333333333
"285",11749,"2023-11-17",196.666666666667
"286",11749,"2023-11-18",250.833333333333
"287",11749,"2023-11-19",193.666666666667
"288",11749,"2023-11-20",117.916666666667
"289",11749,"2023-11-21",137.583333333333
"290",11749,"2023-11-22",167
"291",11749,"2023-11-23",161.25
"292",11749,"2023-11-24",171.5
"293",11749,"2023-11-25",172.75
"294",11749,"2023-11-26",148.166666666667
"295",11749,"2023-11-27",150.25
"296",11749,"2023-11-28",127.333333333333
"297",11749,"2023-11-29",124.5
"298",11749,"2023-11-30",130.916666666667
"299",11749,"2023-12-01",183.416666666667
"300",11749,"2023-12-02",196.333333333333
"301",11749,"2023-12-03",145.666666666667
"302",11749,"2023-12-04",105.75
"303",11749,"2023-12-05",120.25
"304",11749,"2023-12-06",149.5
"305",11749,"2023-12-07",162.333333333333
"306",11749,"2023-12-08",178.666666666667
"307",11749,"2023-12-09",187.833333333333
"308",11749,"2023-12-10",135.916666666667
"309",11749,"2023-12-11",102.75
"310",11749,"2023-12-12",116.5
"311",11749,"2023-12-13",131.333333333333
"312",11749,"2023-12-14",153
"313",11749,"2023-12-15",184.75
"314",11749,"2023-12-16",214.333333333333
"315",11749,"2023-12-17",154
"316",11749,"2023-12-18",117.416666666667
"317",11749,"2023-12-19",126.5
"318",11749,"2023-12-20",136.083333333333
"319",11749,"2023-12-21",176.416666666667
"320",11749,"2023-12-22",188.833333333333
"321",11749,"2023-12-23",192.583333333333
"322",11749,"2023-12-24",174.833333333333
"323",11749,"2023-12-25",129.666666666667
"324",11749,"2023-12-26",120.083333333333
"325",11749,"2023-12-27",138
"326",11749,"2023-12-28",154.083333333333
"327",11749,"2023-12-29",181.25
"328",11749,"2023-12-30",179
"329",11749,"2023-12-31",206.5
